Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Country,EmailAddress,TelephoneNumber,Birthday,CCType,DollarsSpent,WebVisits
16117,female,Larhonda,K,Jones,3582 Young Road,Boise,ID,83704,US,Larhonda.K.Jones@gmail.com,208-474-1956,7/11/1947,MasterCard,964.64,19
16118,male,Ronald,S,Cline,3948 Matthews Street,Sterling,IL,61081,US,Ronald.S.Cline@gmail.com,815-622-1904,10/2/1942,Visa,29.11,17
16119,male,Philip,A,Lumpkin,1755 Patterson Road,New York,NY,10005,US,Philip.A.Lumpkin@gmail.com,718-874-0515,7/23/1970,MasterCard,974.86,24
16120,female,Gay,D,Purser,4345 Heather Sees Way,BARON,OK,74965,US,Gay.D.Purser@gmail.com,918-778-9000,3/6/1956,MasterCard,404.4,27
16121,female,Rubye,G,Barber,4455 Virgil Street,Pensacola,FL,32506,US,Rubye.G.Barber@gmail.com,850-266-7424,12/21/1942,MasterCard,490.57,16
16122,female,Wei,J,Herrera,2629 Lindale Avenue,Berkeley,CA,94707,US,Wei.J.Herrera@yahoo.com,510-558-9429,8/19/1962,Visa,583.24,24
16123,male,Eric,M,Myricks,2974 James Avenue,Syracuse,NY,13202,US,Eric.M.Myricks@gmail.com,315-962-4112,9/11/1982,Visa,909.79,3
16124,female,Susan,H,Parkey,3761 Fowler Avenue,NORCROSS,GA,30091,US,Susan.H.Parkey@gmail.com,770-289-7256,12/29/1963,MasterCard,144.26,23
16125,male,Jason,C,Dunlap,4926 Rollins Road,ELBA,NE,68835,US,Jason.C.Dunlap@gmail.com,308-863-4056,1/6/1971,Visa,111.88,5
16126,male,Jerry,A,Davis,1761 Rose Street,BURR RIDGE,IL,61257,US,Jerry.A.Davis@yahoo.com,708-280-6790,11/13/1978,MasterCard,303.18,21
16127,male,Richard,T,Parrott,1585 Linden Avenue,ORLANDO,FL,32789,US,Richard.T.Parrott@yahoo.com,407-559-0211,10/16/1973,Visa,929.28,5
16128,female,Traci,G,Brownlee,1355 Chenoweth Drive,Mc Minnville,TN,37110,US,Traci.G.Brownlee@gmail.com,931-506-8890,4/14/1968,Visa,49.4,6
16129,female,Judy,O,Strunk,3397 Elk Rd Little,Scottsdale,AZ,85256,US,Judy.O.Strunk@gmail.com,520-200-5765,4/20/1960,Visa,625.55,30
16130,male,Jose,J,Trent,3583 Bluff Street,Monrovia,MD,21770,US,Jose.J.Trent@gmail.com,301-810-6731,9/27/1944,MasterCard,424.12,1
16131,male,Johnny,A,Kane,1435 Emerson Road,POLLOCK,LA,71467,US,Johnny.A.Kane@gmail.com,318-765-0124,12/4/1971,MasterCard,836.8,23
16132,female,Lucinda,B,Wright,2658 Finwood Road,NEWARK,NJ,7102,US,Lucinda.B.Wright@yahoo.com,732-476-1177,10/10/1967,MasterCard,665.31,19
16133,female,Meggan,M,Boyette,4044 Eagle Lane,Wadena,MN,56482,US,Meggan.M.Boyette@outlook.com,218-841-1048,5/20/1960,MasterCard,819.6,14
16134,male,Nicholas,B,Gibson,4802 Aviation Way,Los Angeles,CA,90071,US,Nicholas.B.Gibson@gmail.com,213-817-8667,8/31/1957,Visa,855.76,28
16135,female,Janet,S,Barrett,4952 Traders Alley,Kansas City,MO,64106,US,Janet.S.Barrett@yahoo.com,816-395-7769,5/8/1983,Visa,946.57,2
16136,male,Gary,M,Peachey,2112 Washburn Street,Baton Rouge,LA,70814,US,Gary.M.Peachey@yahoo.com,225-328-9344,9/5/1978,MasterCard,212.45,4
16137,male,Joseph,J,Holtzclaw,2371 Birch  Street,El Paso,TX,79901,US,Joseph.J.Holtzclaw@outlook.com,915-613-8614,4/7/1948,Visa,847.17,15
16138,female,Mary,C,Dyer,1118 Redbud Drive,New York,NY,10013,US,Mary.C.Dyer@gmail.com,347-837-0158,5/19/1973,MasterCard,373.82,1
16139,female,Paula,C,Merritt,4320 Paradise Lane,Pomona,CA,91766,US,Paula.C.Merritt@gmail.com,909-747-2437,11/23/1968,MasterCard,697.93,24
16140,male,John,H,Parris,233 Thunder Road,Mountain View,CA,94041,US,John.H.Parris@yahoo.com,650-567-0807,5/22/1960,MasterCard,375.5,23
16141,female,Doris,R,Green,3590 Front Street,Southfield,MI,48075,US,Doris.R.Green@outlook.com,810-396-5869,9/3/1963,Visa,736.31,29
16142,female,Linda,M,Thompson,512 Columbia Boulevard,Baltimore,MD,21202,US,Linda.M.Thompson@gmail.com,410-468-7353,3/29/1979,Visa,998.37,21
16143,male,Larry,M,Kirtley,461 Cameron Road,Buffalo,NY,14202,US,Larry.M.Kirtley@yahoo.com,716-478-5782,4/7/1948,Visa,437.37,6
16144,female,Megan,G,Graham,1246 Grove Street,Lindenhurst,NY,11757,US,Megan.G.Graham@gmail.com,631-789-2743,12/12/1940,Visa,361.17,18
16145,female,Emily,J,Jones,2448 Foley Street,Miami,FL,33132,US,Emily.J.Jones@gmail.com,954-656-0150,1/17/1977,MasterCard,966.18,29
16146,male,Gordon,E,Lynch,4208 Front Street,SOUTHFIELD,MI,48075,US,Gordon.E.Lynch@gmail.com,810-522-9744,11/2/1964,Visa,909.5,30
16147,male,Stephan,C,Scott,3782 Hedge Street,ROCHELLE PARK,NJ,7662,US,Stephan.C.Scott@gmail.com,908-693-6399,4/21/1964,Visa,444.68,14
16148,male,Robert,D,Taylor,4300 Sycamore Circle,Bismarck,ND,58506,US,Robert.D.Taylor@gmail.com,701-218-7444,9/2/1941,MasterCard,234.67,14
16149,male,Richard,C,Ringgold,2518 Cook Hill Road,Stamford,CT,6902,US,Richard.C.Ringgold@gmail.com,203-533-4741,5/11/1970,Visa,178.99,12
16150,male,Francisco,A,Hacker,4803 Walnut Drive,BERTHOLD,ND,58718,US,Francisco.A.Hacker@outlook.com,701-453-2660,10/1/1971,Visa,338.46,25
16151,female,Nadine,R,Sloan,2919 Davis Court,Metropolis,IL,62960,US,Nadine.R.Sloan@gmail.com,618-909-5757,10/15/1984,MasterCard,59.99,21
16152,female,Kristin,P,Kerr,4877 Old House Drive,Worthington,OH,43085,US,Kristin.P.Kerr@gmail.com,740-912-7610,4/18/1960,MasterCard,939.6,5
16153,female,Sharon,R,Peters,246 Lewis Street,LEMONT,IL,60439,US,Sharon.R.Peters@gmail.com,630-910-6396,1/29/1963,MasterCard,151.67,27
16154,female,Michelle,J,Hammonds,2102 Prudence Street,Detroit,MI,48219,US,Michelle.J.Hammonds@yahoo.com,313-310-4807,11/22/1976,Visa,478.12,8
16155,male,Shawn,C,Shaw,3840 Flinderation Road,Chicago,IL,60605,US,Shawn.C.Shaw@gmail.com,708-375-9619,10/15/1976,MasterCard,805.99,28
16156,male,Stephen,S,Brown,54 Ash Avenue,Olivette,MO,63132,US,Stephen.S.Brown@outlook.com,314-881-5270,11/29/1971,Visa,290.36,16
16157,female,Cynthia,P,Seibert,2020 Poe Road,PAWLEYS ISLAND,SC,29585,US,Cynthia.P.Seibert@yahoo.com,843-237-1145,9/30/1940,Visa,88.53,12
16158,female,Tammi,K,Johnson,332 Tecumsah Lane,EPPS,LA,71237,US,Tammi.K.Johnson@gmail.com,318-926-9316,9/16/1975,MasterCard,596.9,30
16159,female,Michele,J,Singleton,789 Geneva Street,Westbury,NY,11590,US,Michele.J.Singleton@gmail.com,917-523-5779,6/11/1954,Visa,651.44,15
16160,female,Barbara,J,Hinton,2982 Nutter Street,WELLINGTON,MO,64097,US,Barbara.J.Hinton@gmail.com,816-240-8048,1/7/1975,Visa,123.8,13
16161,male,John,B,Edwards,490 Chandler Hollow Road,Pittsburgh,PA,15213,US,John.B.Edwards@gmail.com,412-513-5513,8/30/1968,MasterCard,368.54,1
16162,female,Naomi,R,Haire,2101 Carriage Court,LAKE ISABELLA,CA,93240,US,Naomi.R.Haire@outlook.com,760-379-5482,1/26/1951,Visa,705.44,25
16163,male,Kelvin,R,Deangelis,1890 Daylene Drive,Detroit,MI,48226,US,Kelvin.R.Deangelis@yahoo.com,734-672-7770,6/7/1951,Visa,26.31,14
16164,female,Angela,R,Watson,375 Wines Lane,Houston,TX,77056,US,Angela.R.Watson@gmail.com,832-286-8598,4/30/1972,MasterCard,787.58,24
16165,male,Victor,P,Cuellar,2126 Linden Avenue,ORLANDO,FL,32789,US,Victor.P.Cuellar@outlook.com,407-553-2451,12/28/1969,Visa,893.65,18
16166,female,Linda,C,Rogers,4876 Frum Street,Nashville,TN,37211,US,Linda.C.Rogers@gmail.com,615-300-5000,1/28/1946,MasterCard,33.31,23
16167,female,Freda,S,Hammond,2634 Hiney Road,Las Vegas,NV,89101,US,Freda.S.Hammond@gmail.com,702-208-3050,4/13/1969,MasterCard,182.41,27
16168,male,Ronald,A,Mathias,300 Windy Ridge Road,Fort Wayne,IN,46804,US,Ronald.A.Mathias@outlook.com,260-578-0357,5/26/1960,Visa,756.37,23
16169,female,Stefanie,E,Furman,4073 Ash Street,Garland,TX,75041,US,Stefanie.E.Furman@gmail.com,972-864-7638,9/13/1953,Visa,96.21,8
16170,female,Catherine,R,Ganz,4947 Still Street,Perrysburg,OH,43551,US,Catherine.R.Ganz@gmail.com,419-666-0290,11/30/1959,MasterCard,14.24,12
16171,male,James,D,Pieper,3766 Worthington Drive,ALLEN,TX,75002,US,James.D.Pieper@gmail.com,972-583-5941,6/1/1983,Visa,572.64,3
16172,female,Cora,M,Jacques,657 Losh Lane,Pittsburgh,PA,15222,US,Cora.M.Jacques@outlook.com,412-760-6290,5/22/1949,MasterCard,25.17,25
16173,male,Marlon,S,Titus,3347 Hilltop Haven Drive,Belleville,NJ,7109,US,Marlon.S.Titus@gmail.com,973-871-3673,7/26/1954,Visa,383.4,24
16174,male,Sam,M,Hsu,3169 Timber Oak Drive,Simi Valley,CA,93065,US,Sam.M.Hsu@outlook.com,805-955-8361,6/10/1960,MasterCard,430.99,25
16175,male,Harold,T,Harris,1692 Quiet Valley Lane,Van Nuys,CA,91405,US,Harold.T.Harris@gmail.com,818-989-2134,8/17/1972,MasterCard,556.41,28
16176,female,Mary,S,Willingham,1641 Evergreen Lane,Los Angeles,CA,90017,US,Mary.S.Willingham@gmail.com,323-625-6941,6/14/1984,MasterCard,329.86,9
16177,female,Shaneka,L,Meacham,2670 Forest Avenue,New York,NY,10021,US,Shaneka.L.Meacham@outlook.com,646-785-9412,2/11/1951,MasterCard,437.44,29
16178,female,Deanna,R,Warner,2526 Ruckman Road,Oklahoma City,OK,73102,US,Deanna.R.Warner@gmail.com,405-834-5718,8/18/1968,Visa,262.75,23
16179,male,Kenneth,M,Briggs,913 Lamberts Branch Road,Salt Lake City,UT,84113,US,Kenneth.M.Briggs@gmail.com,801-213-6782,1/29/1982,Visa,867.21,28
16180,male,Peter,M,Crowley,67 Moonlight Drive,HOPEWELL (MERCER),NJ,8525,US,Peter.M.Crowley@yahoo.com,609-667-4977,7/30/1968,Visa,859.49,19
16181,female,Robin,J,Contreras,1633 Stoney Lonesome Road,SAYLORSBURG,PA,18353,US,Robin.J.Contreras@outlook.com,570-402-6451,4/26/1940,Visa,636.4,6
16182,male,Angel,M,Modica,2353 Denver Avenue,Los Angeles,CA,90017,US,Angel.M.Modica@gmail.com,951-436-4635,5/27/1971,MasterCard,237.32,7
16183,female,Concetta,B,Shirley,915 Goff Avenue,THREE RIVERS,MI,49093,US,Concetta.B.Shirley@outlook.com,269-650-7551,10/20/1972,Visa,583.78,8
16184,female,Christine,P,Carrasco,1954 Tree Top Lane,MORGANTOWN,PA,12345,US,Christine.P.Carrasco@gmail.com,610-286-1709,9/26/1946,Visa,794.45,13
16185,male,Michael,J,Norred,573 Berkley Street,Allentown,PA,18101,US,Michael.J.Norred@yahoo.com,484-936-5452,3/15/1947,MasterCard,57.18,6
16186,female,Myra,S,Smith,3280 Melville Street,MCKENZIE,TN,38201,US,Myra.S.Smith@outlook.com,731-352-1929,3/28/1953,MasterCard,143.54,2
16187,female,Jeri,W,Higgins,580 Jessie Street,Westerville,OH,43081,US,Jeri.W.Higgins@yahoo.com,740-632-3075,10/20/1944,MasterCard,513.41,13
16188,female,Sandra,E,Wunder,2542 Harvest Lane,JAMESTOWN,MO,65046,US,Sandra.E.Wunder@gmail.com,660-849-1920,3/5/1984,Visa,502.8,7
16189,female,Constance,R,Goodell,3056 Vesta Drive,Hickory Hills,IL,60457,US,Constance.R.Goodell@gmail.com,773-682-4952,3/25/1982,Visa,71.2,20
16190,male,John,M,Moris,648 Hillcrest Avenue,BRAINTREE,MA,2184,US,John.M.Moris@yahoo.com,781-843-4681,5/17/1954,MasterCard,796.22,15
16191,female,Deanna,J,Pearson,15 Camden Place,New York,NY,10011,US,Deanna.J.Pearson@gmail.com,845-230-7676,7/3/1954,MasterCard,663.15,29
16192,female,Brenda,J,Calloway,1375 Kennedy Court,Bedford,MA,1730,US,Brenda.J.Calloway@gmail.com,774-413-5071,3/8/1945,Visa,426.45,21
16193,male,Gregory,M,Alvarez,4804 Meadow View Drive,STAMFORD,CT,6995,US,Gregory.M.Alvarez@gmail.com,860-553-1109,7/7/1950,MasterCard,715.9,10
16194,female,Lisa,R,Stanley,2602 Oak Way,Lincoln,NE,68510,US,Lisa.R.Stanley@gmail.com,402-400-0596,5/9/1957,Visa,377.56,22
16195,male,Franklin,A,Metz,942 Wilkinson Court,Fort Myers,FL,33901,US,Franklin.A.Metz@outlook.com,239-485-7771,10/2/1959,Visa,714.12,25
16196,female,Tamara,R,Hughes,1577 Martha Street,Phoenix,AZ,85034,US,Tamara.R.Hughes@gmail.com,928-707-6907,5/15/1982,Visa,841.2,18
16197,female,Brenda,L,Rhone,3446 Warner Street,Miami,FL,33179,US,Brenda.L.Rhone@yahoo.com,305-964-7350,9/24/1941,Visa,492.77,28
16198,female,Deborah,D,Edwards,3567 Marshville Road,Poughkeepsie,NY,12601,US,Deborah.D.Edwards@outlook.com,845-575-6825,11/7/1970,Visa,366.44,15
16199,male,Robert,V,Frantz,2199 Clair Street,Waco,TX,76710,US,Robert.V.Frantz@gmail.com,254-751-2630,5/8/1975,MasterCard,139.14,20
16200,female,Eva,M,Keenan,3323 Evergreen Lane,Los Angeles,CA,90042,US,Eva.M.Keenan@gmail.com,323-550-6912,10/3/1980,Visa,647.1,17
16201,male,Isaac,N,Clayton,3021 Cherry Tree Drive,Fernandina Beach,FL,32034,US,Isaac.N.Clayton@gmail.com,904-321-6363,3/13/1957,Visa,135.1,13
16202,male,Michael,C,Rivera,1649 Duff Avenue,South Burlington,VT,5403,US,Michael.C.Rivera@gmail.com,802-427-8614,4/16/1975,MasterCard,907.3,28
16203,male,John,R,Myrick,3573 Duff Avenue,South Burlington,VT,5403,US,John.R.Myrick@gmail.com,802-522-5842,10/2/1963,MasterCard,319.5,9
16204,male,Norris,T,Mcleod,982 Glenwood Avenue,Warrensville Heights,OH,44128,US,Norris.T.Mcleod@gmail.com,216-310-5719,6/29/1974,MasterCard,100.38,7
16205,male,Eric,F,Eiland,2716 Leo Street,Denver,CO,80219,US,Eric.F.Eiland@outlook.com,720-884-8060,11/15/1941,MasterCard,519.12,28
16206,male,James,G,Beliveau,922 Reeves Street,JOHNSBURG,WI,53049,US,James.G.Beliveau@gmail.com,920-795-0683,3/15/1977,Visa,261.22,14
16207,female,Yolanda,T,Bruce,3615 Eagle Street,ST MARYS,IL,63673,US,Yolanda.T.Bruce@gmail.com,618-366-8142,4/30/1957,Visa,87.66,18
16208,female,Lynn,M,Tracy,1503 Pride Avenue,New York,NY,10014,US,Lynn.M.Tracy@yahoo.com,718-304-4752,8/23/1975,MasterCard,681.61,17
16209,male,Michael,F,Smith,579 Lamberts Branch Road,Miami,FL,33128,US,Michael.F.Smith@gmail.com,786-522-3086,11/29/1977,MasterCard,10.79,14
16210,female,Dorothy,E,Rivera,911 Bel Meadow Drive,Colton,CA,92324,US,Dorothy.E.Rivera@gmail.com,909-426-8208,10/9/1941,Visa,240.56,30
16211,male,Genaro,L,Jantzen,4960 Berkshire Circle,Knoxville,TN,37921,US,Genaro.L.Jantzen@gmail.com,865-749-4697,6/8/1957,MasterCard,477.26,22
16212,female,Sandra,W,Beecher,3265 Agriculture Lane,HOMESTEAD,FL,33030,US,Sandra.W.Beecher@gmail.com,305-230-1348,11/15/1961,Visa,24.4,20
16213,female,Joan,J,Davis,1793 North Bend River Road,VANCEBURG,KY,41179,US,Joan.J.Davis@yahoo.com,606-796-7328,6/12/1973,MasterCard,392.67,6
16214,male,Robert,C,Bemis,4494 Desert Broom Court,HACKENSACK,NJ,7601,US,Robert.C.Bemis@gmail.com,201-695-8133,2/1/1980,Visa,352.56,11
16215,male,Allen,D,Lantz,950 Bingamon Branch Road,Poughkeepsie,NY,12601,US,Allen.D.Lantz@gmail.com,845-943-3176,6/25/1940,MasterCard,724.47,9
16216,female,Jean,J,Vance,2277 Franklee Lane,Northampton,PA,18067,US,Jean.J.Vance@outlook.com,484-485-3997,3/10/1943,MasterCard,38.33,24
16217,male,Jon,J,Preas,3873 University Hill Road,Decatur,IL,62522,US,Jon.J.Preas@yahoo.com,217-542-6422,6/28/1966,MasterCard,140.36,21
16218,male,Robert,L,Frank,369 Webster Street,BOUND BROOK,NJ,8805,US,Robert.L.Frank@gmail.com,732-563-0458,9/14/1972,MasterCard,577.75,16
16219,male,Clarence,S,Warren,413 Woodhill Avenue,SAINT MARGARETS,MD,21401,US,Clarence.S.Warren@gmail.com,410-757-0353,6/28/1967,Visa,468.11,26
16220,male,Tyrone,S,Long,4337 Ritter Street,Centre,AL,35960,US,Tyrone.S.Long@gmail.com,256-300-0286,12/8/1970,Visa,846.77,25
16221,female,Kathryn,J,Brown,2495 Wildrose Lane,Detroit,MI,48201,US,Kathryn.J.Brown@gmail.com,313-832-2892,2/27/1985,MasterCard,589.63,30
16222,male,James,V,Cameron,3828 Lynn Street,BOSTON,MA,2115,US,James.V.Cameron@gmail.com,617-247-9499,3/31/1982,MasterCard,321,12
16223,male,Thomas,V,Symons,2729 Essex Court,Colchester,VT,5446,US,Thomas.V.Symons@gmail.com,802-373-1381,10/13/1945,Visa,49.21,9
16224,male,Johnny,M,Smallwood,1868 Rainbow Drive,PERRY HEIGHTS,OH,44646,US,Johnny.M.Smallwood@gmail.com,330-478-6742,10/17/1964,Visa,650.4,2
16225,female,Sofia,S,Guzman,4873 Carolyns Circle,Dallas,TX,75212,US,Sofia.S.Guzman@gmail.com,214-773-2874,3/22/1942,MasterCard,618.2,21
16226,female,Dorothy,H,Calloway,3370 Post Avenue,EVANSVILLE,MN,56326,US,Dorothy.H.Calloway@outlook.com,218-948-9117,7/24/1977,MasterCard,37.32,19
16227,male,Christopher,A,Tesch,2738 Radio Park Drive,WINTERVILLE,GA,30683,US,Christopher.A.Tesch@gmail.com,706-742-5978,8/23/1944,MasterCard,601.22,20
16228,female,Donna,J,Schneider,68 Desert Broom Court,FAIR LAWN,NJ,7410,US,Donna.J.Schneider@gmail.com,201-791-7317,6/21/1942,Visa,762.74,6
16229,female,Beverly,G,Ewing,1040 Point Street,Chicago,IL,60605,US,Beverly.G.Ewing@gmail.com,773-852-5881,6/2/1954,MasterCard,763.93,22
16230,female,Lacy,J,Staley,2410 Court Street,MANCHESTER,MO,63011,US,Lacy.J.Staley@gmail.com,636-577-6713,5/28/1943,Visa,533.53,26
16231,male,Terry,J,Scott,1699 Huntz Lane,SUDBURY,MA,1776,US,Terry.J.Scott@outlook.com,978-579-8017,8/7/1950,MasterCard,808.64,21
16232,male,Jeffery,J,Green,1962 Twin Willow Lane,Fayetteville,NC,28301,US,Jeffery.J.Green@outlook.com,910-378-8238,5/30/1976,MasterCard,17.53,13
16233,female,Andrea,J,Tapia,864 Randolph Street,Framingham,MA,1702,US,Andrea.J.Tapia@gmail.com,508-683-3067,3/22/1947,MasterCard,351.14,18
16234,male,Matt,M,Carter,4374 Wayside Lane,El Sobrante,CA,94803,US,Matt.M.Carter@gmail.com,510-223-6323,5/26/1959,MasterCard,314.27,10
16235,male,Ricardo,P,Norris,641 Stark Hollow Road,DURANGO,CO,81302,US,Ricardo.P.Norris@gmail.com,970-769-2481,5/26/1963,Visa,827.33,13
16236,male,Brian,D,Kennedy,4637 Meadowcrest Lane,LIVINGSTON,KY,40445,US,Brian.D.Kennedy@outlook.com,606-453-1146,1/9/1952,Visa,818.28,17
16237,female,Lola,E,Helm,4925 Hanover Street,New York,NY,10016,US,Lola.E.Helm@yahoo.com,917-722-0077,7/6/1943,MasterCard,540.74,30
16238,male,Eric,L,Mcgrew,3724 Libby Street,Beverly Hills,CA,90210,US,Eric.L.Mcgrew@outlook.com,310-278-4674,8/23/1943,MasterCard,761.74,14
16239,female,Jeanette,M,Reeves,3074 Reeves Street,Elkhart Lake,WI,53020,US,Jeanette.M.Reeves@outlook.com,920-876-7200,10/6/1965,MasterCard,722.85,4
16240,male,Kenneth,K,Duryea,4945 Khale Street,Charleston,SC,29424,US,Kenneth.K.Duryea@outlook.com,843-654-7049,2/1/1973,Visa,637.86,16
16241,male,Joseph,M,Arnold,3674 Pineview Drive,CHERRY GROVE,MN,55975,US,Joseph.M.Arnold@gmail.com,507-937-8634,1/15/1953,Visa,610.2,1
16242,female,Jeanne,A,Pryor,412 Golden Street,Miami,FL,33169,US,Jeanne.A.Pryor@gmail.com,305-683-9605,12/30/1942,Visa,813.65,25
16243,male,Joe,L,Kingsley,4900 Waterview Lane,BINGHAM,NM,87815,US,Joe.L.Kingsley@outlook.com,505-423-3215,2/24/1952,MasterCard,799.45,14
16244,female,Billie,B,Clark,3202 Black Stallion Road,Cincinnati,KY,45202,US,Billie.B.Clark@outlook.com,859-568-0461,2/27/1965,Visa,857.14,26
16245,female,Grace,R,Robinson,2193 Ridge Road,COLONY,KS,66015,US,Grace.R.Robinson@yahoo.com,620-852-3899,12/19/1948,MasterCard,355.92,12
16246,male,Robert,J,Bishop,1294 Leroy Lane,WOLSEY,SD,57384,US,Robert.J.Bishop@gmail.com,605-883-2039,8/14/1949,Visa,133.83,26
16247,female,Janet,R,Hicks,2839 Buffalo Creek Road,WHITE BLUFF,TN,37187,US,Janet.R.Hicks@gmail.com,615-797-7481,1/4/1968,MasterCard,611.46,25
16248,female,Hermina,B,Estepp,772 Hiddenview Drive,Cleveland,OH,44115,US,Hermina.B.Estepp@yahoo.com,216-204-3532,9/9/1941,MasterCard,617.29,14
16249,male,David,F,Armendariz,3451 Timber Ridge Road,Citrus Heights,CA,95610,US,David.F.Armendariz@outlook.com,916-729-7104,9/24/1967,Visa,811.4,13
16250,male,Federico,A,Morin,522 Hannah Street,Asheville,NC,28801,US,Federico.A.Morin@outlook.com,828-335-5048,12/13/1979,MasterCard,869.67,9
16251,male,Edward,R,Tidwell,3629 Losh Lane,Pittsburgh,PA,15206,US,Edward.R.Tidwell@outlook.com,412-665-2397,10/25/1962,Visa,687.93,16
16252,male,John,M,Merino,1470 Chicago Avenue,Reedley,CA,93654,US,John.M.Merino@gmail.com,559-637-9153,1/2/1980,MasterCard,128.27,6
16253,female,Gina,A,Zito,3833 Broadway Street,Charleston,SC,29424,US,Gina.A.Zito@outlook.com,843-792-2524,5/24/1947,MasterCard,654.47,26
16254,male,Marcos,J,Sanchez,3290 Simpson Street,DAVENPORT,IL,52803,US,Marcos.J.Sanchez@outlook.com,309-843-2977,9/23/1959,MasterCard,654.35,6
16255,female,Josephine,O,Lee,2670 Pearl Street,Sacramento,CA,95826,US,Josephine.O.Lee@yahoo.com,916-398-0891,1/2/1975,MasterCard,246.9,15
16256,female,Valencia,A,Cody,3176 Matthews Street,Aurora,IL,60504,US,Valencia.A.Cody@outlook.com,815-557-7698,5/26/1975,MasterCard,121.2,8
16257,male,Joseph,A,Cooper,3180 Woodlawn Drive,New Berlin,WI,53151,US,Joseph.A.Cooper@gmail.com,414-587-6777,4/15/1963,MasterCard,777.9,21
16258,male,Davis,H,Spann,3283 Conference Center Way,Bloomsburg,PA,17815,US,Davis.H.Spann@outlook.com,570-974-4574,8/11/1954,Visa,19.15,12
16259,male,Larry,A,Daly,413 Simpson Avenue,York,PA,17401,US,Larry.A.Daly@yahoo.com,717-854-3145,8/21/1953,MasterCard,557.8,27
16260,male,Thomas,N,Luna,3737 Wilkinson Street,Nashville,TN,37209,US,Thomas.N.Luna@gmail.com,615-406-6524,11/24/1977,MasterCard,666.37,18
16261,male,Edward,M,Albrecht,678 Beeghley Street,Temple,TX,76501,US,Edward.M.Albrecht@gmail.com,254-899-0168,11/10/1963,MasterCard,434.39,23
16262,male,Roger,J,Stevens,628 Bastin Drive,NEWARK,PA,19714,US,Roger.J.Stevens@outlook.com,484-726-8600,12/21/1982,MasterCard,347.74,15
16263,male,Harry,A,Hughes,764 Gateway Road,Portland,OR,97225,US,Harry.A.Hughes@gmail.com,503-292-6350,11/30/1968,Visa,503.73,19
16264,female,Mary,K,Sisneros,979 Neville Street,Salem,IN,47167,US,Mary.K.Sisneros@gmail.com,812-586-5999,4/5/1947,MasterCard,335.76,14
16265,male,Faustino,D,Wolfe,4463 Bryan Avenue,Golden Valley,MN,55427,US,Faustino.D.Wolfe@gmail.com,651-308-6835,11/5/1977,Visa,44,29
16266,male,John,B,Restrepo,2479 Mapleview Drive,New Port Richey,FL,34652,US,John.B.Restrepo@gmail.com,727-848-2035,1/3/1964,Visa,227.2,24
16267,male,Lewis,B,Clark,3780 John Daniel Drive,WELLSVILLE,MO,63384,US,Lewis.B.Clark@yahoo.com,573-684-1516,3/14/1945,Visa,636.51,16
16268,female,Doris,K,Grimes,160 Ashwood Drive,ROCK VALLEY,IA,51247,US,Doris.K.Grimes@yahoo.com,712-476-9946,1/24/1965,MasterCard,379.43,27
16269,female,Tammy,J,Thomas,2421 Arbutus Drive,Miami,FL,33179,US,Tammy.J.Thomas@gmail.com,305-913-2259,11/15/1979,Visa,534.4,5
16270,male,Joshua,S,Barnaby,775 Friendship Lane,San Jose,CA,95113,US,Joshua.S.Barnaby@gmail.com,408-648-6603,5/8/1950,Visa,61.85,19
16271,male,John,T,Bishop,2627 Irving Place,MANCHESTER,MO,63011,US,John.T.Bishop@outlook.com,636-208-2861,12/20/1948,MasterCard,290.25,1
16272,male,Ben,K,Rhodes,1115 Harley Vincent Drive,Cleveland,OH,44115,US,Ben.K.Rhodes@outlook.com,440-678-5909,2/24/1947,Visa,994.59,30
16273,male,Daniel,H,Davis,4396 Upton Avenue,NEW GLOUCESTER,ME,4260,US,Daniel.H.Davis@yahoo.com,207-926-7557,5/11/1951,MasterCard,930.56,16
16274,female,Mildred,J,Mcginnis,3374 Frosty Lane,BERKSHIRE,NY,13736,US,Mildred.J.Mcginnis@outlook.com,607-657-0153,5/29/1976,Visa,182.41,17
16275,male,Oscar,M,Mccabe,1603 Ritter Street,Section,AL,35771,US,Oscar.M.Mccabe@yahoo.com,256-242-6032,5/12/1961,Visa,474.33,21
16276,female,Betty,K,Wills,1325 Massachusetts Avenue,Washington,DC,20009,US,Betty.K.Wills@gmail.com,202-673-3869,12/20/1966,MasterCard,419.15,17
16277,male,Robert,M,Hart,3890 Windy Ridge Road,Fort Wayne,IN,46802,US,Robert.M.Hart@gmail.com,260-676-0337,7/21/1949,MasterCard,775.92,27
16278,female,Juanita,G,Powell,1276 Arbor Court,Rock Falls,WY,82901,US,Juanita.G.Powell@gmail.com,307-252-4900,11/12/1957,Visa,540.68,20
16279,female,Kristen,V,Carter,4033 Lonely Oak Drive,Spanish Fort,AL,36527,US,Kristen.V.Carter@gmail.com,251-621-3570,4/2/1956,Visa,842.42,27
16280,female,Norma,P,Honeycutt,388 Rowes Lane,Morgantown,KY,42261,US,Norma.P.Honeycutt@gmail.com,270-662-4906,6/11/1977,Visa,60.31,13
16281,male,Derrick,D,Camp,3526 Norma Avenue,Houston,TX,77063,US,Derrick.D.Camp@outlook.com,936-933-1571,11/1/1956,Visa,476.93,22
